applicant_id,age,employment_type,income_monthly,existing_emi,cibil_score,credit_utilization_pct,recent_dpd_30,inquiries_6m,active_trades,vintage_months,employment_stability_m,secured_mix_ratio,foir_now,pd_12m,default_12m
APL300522,24,Salaried,25909.69,3562.85,769,83.3,0,0,8,76,3,0.11,13.8,0.5611,1
APL300523,35,Salaried,53576.19,13845.21,753,102.0,0,1,2,44,16,0.264,25.8,0.65,0
APL300524,33,Salaried,38984.4,0.0,761,78.2,0,0,1,84,28,0.437,0.0,0.5012,0
APL300525,28,Self-Employed,35379.8,7165.52,860,82.7,0,1,7,70,0,0.625,20.3,0.3927,0
APL300526,42,Student/Intern,25681.31,0.0,799,97.6,0,1,6,79,9,0.524,0.0,0.5076,0
APL300527,23,Salaried,14617.16,0.0,662,52.1,0,2,3,34,5,0.0,0.0,0.65,0
APL300528,25,Gig/Freelance,17259.81,4546.78,864,96.9,0,1,3,59,16,0.545,26.3,0.4388,0
APL300529,34,Salaried,85345.31,9109.28,637,100.6,0,0,2,71,12,0.014,10.7,0.65,1
APL300530,33,Self-Employed,22748.96,0.0,710,72.0,0,1,7,77,23,0.092,0.0,0.6233,1
APL300531,37,Self-Employed,44005.49,5528.05,654,74.5,0,2,3,1,17,0.264,12.6,0.65,1
APL300532,32,Self-Employed,12000.0,7805.14,661,79.7,0,2,8,6,0,0.228,65.0,0.65,0
APL300533,42,Salaried,18271.16,4249.55,764,95.2,0,0,1,82,35,0.456,23.3,0.5793,0
APL300534,35,Salaried,29696.4,5001.74,690,74.2,0,0,5,78,6,0.424,16.8,0.648,0
APL300535,40,Gig/Freelance,63119.04,0.0,722,97.0,0,1,4,97,20,0.141,0.0,0.6088,1
APL300536,35,Student/Intern,12000.0,0.0,842,94.5,0,1,5,154,12,0.511,0.0,0.4041,1
APL300537,37,Salaried,14880.7,0.0,689,73.0,0,2,8,104,34,0.212,0.0,0.65,0
APL300538,25,Salaried,22666.33,0.0,774,56.3,0,0,3,26,6,0.447,0.0,0.4789,0
APL300539,21,Salaried,50246.9,0.0,709,53.8,0,1,4,66,1,0.236,0.0,0.5636,1
APL300540,37,Salaried,39074.4,8311.45,789,83.5,0,3,3,72,16,0.277,21.3,0.5758,0
APL300541,22,Salaried,12658.51,0.0,765,79.9,0,0,6,45,15,0.447,0.0,0.5398,1
APL300542,23,Salaried,24587.27,2587.66,714,100.7,0,1,4,87,0,0.172,10.5,0.65,1
APL300543,25,Salaried,19696.52,0.0,703,103.7,0,0,4,80,12,0.182,0.0,0.65,1
APL300544,36,Salaried,41431.26,8714.9,624,97.9,0,0,2,65,40,0.142,21.0,0.65,1
APL300545,31,Salaried,32502.66,0.0,827,64.2,0,2,3,99,0,0.539,0.0,0.3915,0
APL300546,30,Salaried,46043.02,13518.11,641,74.8,0,2,9,94,12,0.153,29.4,0.65,0
APL300547,36,Salaried,34396.34,6693.93,572,109.4,0,2,2,42,24,0.0,19.5,0.65,1
APL300548,24,Gig/Freelance,26782.43,0.0,619,49.6,0,3,6,21,0,0.101,0.0,0.65,1
APL300549,25,Self-Employed,51942.85,0.0,679,90.6,0,3,3,47,0,0.346,0.0,0.65,1
APL300550,23,Self-Employed,35871.54,2168.88,772,75.6,0,3,3,59,0,0.454,6.0,0.5646,0
APL300551,50,Salaried,24592.32,4250.64,737,78.3,0,1,5,83,41,0.471,17.3,0.568,0
APL300552,32,Salaried,16128.19,2702.67,711,89.6,0,1,3,40,16,0.36,16.8,0.65,0
APL300553,36,Salaried,36855.52,10446.8,766,52.9,0,1,1,104,24,0.392,28.3,0.498,1
APL300554,40,Salaried,25335.42,2140.11,900,64.6,0,1,6,75,49,0.677,8.4,0.246,0
APL300555,36,Salaried,41431.26,8714.9,624,97.9,0,0,2,65,40,0.142,21.0,0.65,1
APL300556,38,Self-Employed,29973.6,0.0,782,52.4,0,2,2,70,36,0.431,0.0,0.443,1
APL300557,39,Salaried,30805.95,2007.68,674,74.4,0,1,7,75,30,0.364,6.5,0.65,1
APL300558,42,Salaried,56144.26,4455.49,691,83.3,0,2,5,47,24,0.479,7.9,0.65,0
APL300559,22,Salaried,45697.3,0.0,623,76.3,0,8,9,20,18,0.229,0.0,0.65,1
APL300560,32,Gig/Freelance,29947.89,0.0,646,82.4,0,2,4,36,21,0.13,0.0,0.65,0
APL300561,26,Salaried,26462.43,3100.38,673,73.1,0,0,4,32,3,0.348,11.7,0.65,1
APL300562,26,Salaried,14737.26,0.0,654,87.3,0,1,5,27,4,0.046,0.0,0.65,0
APL300563,28,Salaried,43566.76,11363.76,789,95.6,0,0,7,40,27,0.573,26.1,0.5393,0
APL300564,39,Self-Employed,24176.3,4810.86,623,87.6,0,1,7,63,37,0.177,19.9,0.65,0
APL300565,37,Gig/Freelance,17404.28,0.0,689,75.5,0,0,4,92,19,0.357,0.0,0.6376,1
APL300566,27,Salaried,15412.14,0.0,729,80.7,0,3,2,60,13,0.398,0.0,0.65,1
APL300567,36,Salaried,50989.52,0.0,678,76.8,0,1,7,25,25,0.09,0.0,0.65,0
APL300568,32,Salaried,50351.86,8896.11,725,100.0,0,1,3,56,28,0.322,17.7,0.65,1
APL300569,35,Salaried,36167.36,11651.74,626,88.8,0,3,5,22,4,0.104,32.2,0.65,0
APL300570,45,Salaried,12000.0,6399.8,703,92.3,0,2,3,27,41,0.241,53.3,0.65,1
APL300571,25,Salaried,58134.36,15941.07,686,112.2,0,1,6,33,7,0.323,27.4,0.65,1
APL300572,30,Salaried,39362.19,0.0,722,70.6,0,1,5,45,14,0.331,0.0,0.5846,1
APL300573,39,Salaried,76902.76,0.0,646,69.3,0,1,8,39,14,0.181,0.0,0.65,1
APL300574,29,Student/Intern,19851.53,510.44,724,82.9,0,1,4,76,2,0.16,2.6,0.6466,0
APL300575,25,Self-Employed,51942.85,0.0,679,90.6,0,3,3,47,0,0.346,0.0,0.65,1
APL300576,43,Self-Employed,105699.14,24417.13,711,98.9,0,1,6,76,12,0.274,23.1,0.65,0
APL300577,43,Self-Employed,35750.3,6015.97,748,82.4,0,3,7,113,13,0.574,16.8,0.5867,1
APL300578,30,Gig/Freelance,15192.07,0.0,668,77.2,0,1,6,85,10,0.221,0.0,0.65,1
APL300579,25,Self-Employed,16910.67,0.0,745,93.9,0,1,8,52,18,0.353,0.0,0.6209,1
APL300580,26,Self-Employed,120488.54,24602.76,666,109.7,0,0,6,55,10,0.405,20.4,0.65,1
APL300581,30,Self-Employed,12000.0,4014.27,782,76.6,0,1,6,99,21,0.579,33.5,0.4989,1
APL300582,27,Salaried,56564.69,0.0,698,78.8,0,3,8,64,12,0.188,0.0,0.65,1
APL300583,43,Self-Employed,52135.27,12092.97,716,94.6,0,2,6,82,39,0.449,23.2,0.65,0
APL300584,31,Self-Employed,35526.99,4031.96,647,85.7,0,4,3,50,29,0.214,11.3,0.65,0
APL300585,39,Self-Employed,152522.78,0.0,811,62.3,1,1,4,84,28,0.636,0.0,0.3843,0
APL300586,35,Salaried,17309.47,0.0,602,68.8,0,1,7,69,26,0.008,0.0,0.65,1
APL300587,25,Salaried,34412.97,944.21,585,76.2,0,4,7,15,1,0.061,2.7,0.65,1
APL300588,30,Salaried,15326.75,0.0,716,83.7,0,0,3,60,8,0.082,0.0,0.65,0
APL300589,38,Student/Intern,34911.68,0.0,787,94.9,0,2,6,80,9,0.73,0.0,0.5119,0
APL300590,21,Salaried,14464.06,5139.53,754,66.6,0,1,6,61,5,0.187,35.5,0.585,1
APL300591,46,Self-Employed,19195.66,718.05,661,92.5,0,0,7,68,25,0.32,3.7,0.65,0
APL300592,46,Salaried,16301.2,4264.06,600,123.9,0,3,7,61,23,0.108,26.2,0.65,1
APL300593,27,Self-Employed,18326.31,0.0,749,68.3,0,1,8,40,0,0.252,0.0,0.5771,1
APL300594,27,Salaried,19313.08,0.0,604,88.1,0,0,2,2,22,0.037,0.0,0.65,1
APL300595,26,Salaried,14737.26,0.0,654,87.3,0,1,5,27,4,0.046,0.0,0.65,0
APL300596,30,Self-Employed,31317.53,3744.29,618,103.2,0,3,5,61,22,0.237,12.0,0.65,1
APL300597,32,Salaried,16535.0,0.0,749,93.8,0,3,7,54,13,0.412,0.0,0.6456,1
APL300598,35,Student/Intern,21967.15,0.0,762,77.0,0,2,5,80,22,0.42,0.0,0.5405,0
APL300599,41,Self-Employed,48158.89,0.0,725,72.2,0,2,5,114,28,0.348,0.0,0.5443,0
APL300600,28,Salaried,32134.87,8563.36,766,54.7,0,3,3,92,15,0.533,26.6,0.5261,0
APL300601,40,Salaried,16946.44,7180.56,573,100.2,0,3,4,84,37,0.0,42.4,0.65,0
APL300602,33,Salaried,28106.57,721.66,848,86.0,0,0,7,66,12,0.585,2.6,0.3781,0
APL300603,31,Salaried,59259.58,0.0,589,73.5,0,3,4,48,0,0.002,0.0,0.65,1
APL300604,29,Salaried,12000.0,0.0,623,50.0,0,4,4,1,0,0.277,0.0,0.65,1
APL300605,41,Salaried,32048.01,0.0,725,88.3,0,1,2,105,23,0.394,0.0,0.6055,1
APL300606,21,Salaried,65714.28,11303.77,677,76.8,0,1,4,59,4,0.168,17.2,0.65,1
APL300607,33,Salaried,53042.89,9724.3,553,71.6,0,3,2,25,37,0.0,18.3,0.65,1
APL300608,25,Gig/Freelance,23606.32,4051.37,675,83.4,0,2,10,70,3,0.245,17.2,0.65,0
APL300609,34,Salaried,19669.13,2926.47,684,48.7,0,1,4,77,18,0.238,14.9,0.6266,1
APL300610,33,Salaried,57692.68,10594.06,605,99.8,0,1,8,32,14,0.0,18.4,0.65,1
APL300611,21,Salaried,33793.35,14908.9,765,60.6,0,2,6,108,8,0.233,44.1,0.5642,0
APL300612,21,Salaried,57793.85,8833.23,736,94.1,0,0,4,54,4,0.237,15.3,0.635,0
APL300613,37,Salaried,29316.48,0.0,648,97.1,1,0,2,87,38,0.226,0.0,0.65,1
APL300614,39,Student/Intern,37929.0,706.28,597,54.1,0,2,3,68,19,0.113,1.9,0.65,1
APL300615,28,Salaried,28705.78,0.0,671,90.4,0,3,6,47,4,0.169,0.0,0.65,1
APL300616,34,Self-Employed,15789.13,0.0,756,70.8,0,1,4,96,27,0.376,0.0,0.5223,1
APL300617,39,Salaried,12000.0,1164.51,594,80.9,0,1,3,51,41,0.137,9.7,0.65,1
APL300618,44,Self-Employed,12085.33,0.0,611,84.2,0,2,8,18,31,0.138,0.0,0.65,0
APL300619,35,Salaried,36167.36,11651.74,626,88.8,0,3,5,22,4,0.104,32.2,0.65,0
APL300620,37,Salaried,17672.98,6646.56,685,65.2,0,2,5,37,24,0.301,37.6,0.65,1
APL300621,31,Salaried,59259.58,0.0,589,73.5,0,3,4,48,0,0.002,0.0,0.65,1
APL300622,40,Salaried,52087.12,0.0,770,53.9,0,1,3,69,34,0.544,0.0,0.4118,0
APL300623,29,Gig/Freelance,33044.07,8763.9,719,96.0,0,0,6,65,10,0.118,26.5,0.65,0
APL300624,43,Salaried,27660.37,0.0,697,75.2,0,1,10,94,35,0.592,0.0,0.5944,1
APL300625,22,Salaried,44329.14,5226.08,664,111.2,0,1,6,42,7,0.283,11.8,0.65,1
APL300626,24,Salaried,37361.86,14007.95,745,103.2,0,4,6,84,0,0.289,37.5,0.65,1
APL300627,25,Salaried,40049.45,10202.25,594,121.1,0,2,3,51,0,0.012,25.5,0.65,1
APL300628,23,Self-Employed,17861.85,6687.89,691,85.3,0,4,7,29,1,0.036,37.4,0.65,0
APL300629,28,Self-Employed,29564.2,7787.47,791,81.3,0,0,2,81,6,0.488,26.3,0.5164,1
APL300630,40,Salaried,14134.52,3146.7,800,79.0,0,2,5,70,23,0.354,22.3,0.5138,0
APL300631,38,Student/Intern,42616.9,0.0,731,46.9,0,1,3,67,20,0.349,0.0,0.4996,1
APL300632,34,Salaried,20016.6,0.0,719,58.6,0,1,5,65,50,0.285,0.0,0.5512,0
APL300633,42,Salaried,44270.52,7510.98,793,78.3,0,0,2,75,33,0.422,17.0,0.4733,1
APL300634,29,Salaried,12000.0,2586.88,695,68.9,0,2,6,35,34,0.177,21.6,0.65,0
APL300635,34,Student/Intern,32960.98,3244.89,827,39.9,0,3,7,94,4,0.576,9.8,0.3533,0
APL300636,21,Salaried,33723.43,0.0,627,77.8,0,1,4,35,0,0.168,0.0,0.65,1
APL300637,41,Salaried,62859.81,11363.7,751,93.4,0,0,4,84,32,0.391,18.1,0.5687,1
APL300638,32,Salaried,25170.24,6890.53,773,69.5,0,1,4,79,0,0.445,27.4,0.5356,0
APL300639,21,Salaried,65714.28,11303.77,677,76.8,0,1,4,59,4,0.168,17.2,0.65,1
APL300640,40,Salaried,34051.71,0.0,642,92.7,0,3,2,76,12,0.157,0.0,0.65,1
APL300641,28,Salaried,52256.29,12960.11,764,73.4,0,3,5,26,0,0.187,24.8,0.6304,0
APL300642,41,Self-Employed,59355.77,6966.55,669,94.9,0,1,7,68,20,0.136,11.7,0.65,0
APL300643,36,Salaried,34239.72,9134.2,760,105.4,0,1,5,75,1,0.387,26.7,0.6444,1
APL300644,31,Self-Employed,32532.16,0.0,679,121.9,0,3,6,19,17,0.101,0.0,0.65,1
APL300645,29,Salaried,34887.63,7626.21,844,71.9,0,1,8,68,14,0.738,21.9,0.3793,1
APL300646,27,Salaried,27084.43,0.0,583,108.9,0,1,9,84,10,0.055,0.0,0.65,0
APL300647,36,Salaried,12148.98,0.0,840,58.5,0,1,1,109,27,0.531,0.0,0.3507,0
APL300648,22,Salaried,24286.08,0.0,679,54.3,0,5,7,16,16,0.203,0.0,0.65,1
APL300649,36,Salaried,30582.31,11264.61,734,94.0,0,0,5,68,43,0.346,36.8,0.635,1
APL300650,31,Student/Intern,21788.71,0.0,813,98.0,0,0,6,78,13,0.416,0.0,0.4771,1
APL300651,21,Self-Employed,19295.93,0.0,714,58.0,0,1,2,27,15,0.126,0.0,0.6287,1
APL300652,32,Salaried,39461.39,6254.71,717,104.8,0,1,5,67,17,0.294,15.9,0.65,1
APL300653,22,Salaried,48754.23,13383.78,662,86.7,0,0,7,30,8,0.16,27.5,0.65,1
APL300654,39,Salaried,35590.32,12447.31,679,80.5,0,4,5,35,37,0.398,35.0,0.65,1
APL300655,33,Salaried,44389.96,14001.43,691,97.9,0,1,4,1,43,0.389,31.5,0.65,0
APL300656,37,Salaried,34513.26,0.0,709,73.4,0,1,8,47,28,0.252,0.0,0.6137,1
APL300657,38,Student/Intern,42616.9,0.0,731,46.9,0,1,3,67,20,0.349,0.0,0.4996,1
APL300658,32,Salaried,25687.06,5572.22,756,74.6,0,1,5,87,20,0.242,21.7,0.5618,0
APL300659,33,Salaried,31303.93,8361.32,719,56.6,0,1,1,79,0,0.282,26.7,0.6222,0
APL300660,42,Student/Intern,17813.56,0.0,711,76.5,0,0,4,90,13,0.478,0.0,0.5998,0
APL300661,25,Self-Employed,96996.22,20516.34,653,100.8,0,5,4,17,11,0.061,21.2,0.65,0
APL300662,43,Self-Employed,16368.98,6275.08,708,72.5,0,2,4,79,14,0.495,38.3,0.65,1
APL300663,23,Self-Employed,35871.54,2168.88,772,75.6,0,3,3,59,0,0.454,6.0,0.5646,0
APL300664,41,Salaried,12936.88,443.16,662,79.9,0,0,9,30,36,0.086,3.4,0.65,1
APL300665,28,Student/Intern,51606.07,8888.28,773,44.5,0,2,4,67,0,0.361,17.2,0.4799,1
APL300666,38,Self-Employed,24759.79,3141.75,642,93.1,0,2,5,63,25,0.237,12.7,0.65,0
APL300667,24,Gig/Freelance,26782.43,0.0,619,49.6,0,3,6,21,0,0.101,0.0,0.65,1
APL300668,36,Gig/Freelance,51184.29,0.0,652,87.3,0,3,3,96,20,0.204,0.0,0.65,0
APL300669,24,Self-Employed,29349.14,3267.84,726,73.0,0,0,7,31,4,0.282,11.1,0.6121,0
APL300670,26,Self-Employed,18820.18,0.0,702,76.8,0,3,5,91,13,0.31,0.0,0.65,0
APL300671,40,Salaried,26735.25,6017.15,806,62.6,0,0,2,96,30,0.711,22.5,0.3973,1
APL300672,29,Salaried,33516.74,0.0,773,73.4,0,0,2,41,29,0.392,0.0,0.4942,0
APL300673,32,Salaried,12000.0,0.0,693,88.6,0,1,4,72,3,0.013,0.0,0.65,0
APL300674,36,Salaried,24833.35,8792.46,786,105.7,0,2,8,83,29,0.507,35.4,0.5962,0
APL300675,29,Salaried,44402.1,1742.29,663,80.5,0,1,3,45,14,0.11,3.9,0.65,0
APL300676,37,Student/Intern,47470.81,0.0,683,125.2,0,2,4,58,20,0.412,0.0,0.65,1
APL300677,34,Student/Intern,21434.34,0.0,684,64.5,0,1,4,75,24,0.295,0.0,0.6405,0
APL300678,23,Self-Employed,81514.1,0.0,799,66.1,0,0,2,90,0,0.244,0.0,0.3811,0
APL300679,25,Salaried,58860.61,11083.41,764,94.3,0,3,9,35,6,0.113,18.8,0.65,1
APL300680,35,Salaried,56759.87,0.0,604,124.4,0,4,5,35,12,0.0,0.0,0.65,1
APL300681,44,Self-Employed,29586.61,9337.25,786,80.2,0,0,7,79,32,0.434,31.6,0.5007,1
APL300682,38,Gig/Freelance,19522.01,0.0,796,63.2,0,0,6,61,7,0.32,0.0,0.4431,0
APL300683,36,Gig/Freelance,58092.4,10160.31,614,88.9,0,0,5,44,4,0.259,17.5,0.65,1
APL300684,26,Gig/Freelance,45321.24,11124.44,683,84.5,0,1,2,20,1,0.323,24.5,0.65,1
APL300685,33,Salaried,51499.82,7847.14,777,58.6,0,2,3,92,12,0.378,15.2,0.4853,1
APL300686,21,Self-Employed,21470.82,0.0,850,92.3,1,0,2,80,0,0.41,0.0,0.5843,1
APL300687,33,Salaried,53042.89,9724.3,553,71.6,0,3,2,25,37,0.0,18.3,0.65,1
APL300688,21,Gig/Freelance,12000.0,0.0,607,86.2,0,4,2,67,24,0.0,0.0,0.65,1
APL300689,35,Salaried,56759.87,0.0,604,124.4,0,4,5,35,12,0.0,0.0,0.65,1
APL300690,35,Self-Employed,34080.37,7175.65,813,53.6,0,0,4,84,2,0.63,21.1,0.383,0
APL300691,36,Salaried,41708.65,16010.89,590,120.2,0,4,6,40,39,0.0,38.4,0.65,0
APL300692,28,Self-Employed,16055.47,0.0,795,48.6,0,1,7,68,10,0.337,0.0,0.4235,0
APL300693,22,Salaried,43110.57,8062.33,696,110.3,0,4,2,40,13,0.302,18.7,0.65,1
APL300694,28,Salaried,28705.78,0.0,671,90.4,0,3,6,47,4,0.169,0.0,0.65,1
APL300695,33,Salaried,30901.7,2664.33,683,120.9,0,2,3,79,30,0.356,8.6,0.65,1
APL300696,30,Self-Employed,23944.89,7164.52,650,104.1,0,3,7,31,0,0.011,29.9,0.65,0
APL300697,35,Salaried,22618.62,7135.12,667,94.9,0,1,7,75,17,0.326,31.5,0.65,1
APL300698,40,Self-Employed,16368.7,0.0,745,98.5,0,2,5,44,20,0.433,0.0,0.6453,0
APL300699,34,Student/Intern,21434.34,0.0,684,64.5,0,1,4,75,24,0.295,0.0,0.6405,0
APL300700,21,Salaried,30693.38,6109.56,669,84.8,0,4,7,72,0,0.156,19.9,0.65,1
APL300701,30,Salaried,34657.89,8693.17,650,105.3,0,1,6,55,4,0.155,25.1,0.65,1
APL300702,38,Student/Intern,53662.56,8786.85,720,98.7,0,2,5,54,7,0.312,16.4,0.65,0
APL300703,37,Gig/Freelance,17404.28,0.0,689,75.5,0,0,4,92,19,0.357,0.0,0.6376,1
APL300704,35,Salaried,53576.19,13845.21,753,102.0,0,1,2,44,16,0.264,25.8,0.65,0
APL300705,34,Salaried,12049.88,5073.2,591,77.8,0,2,2,54,20,0.142,42.1,0.65,1
APL300706,26,Self-Employed,21519.73,4169.23,746,76.3,0,2,4,52,0,0.249,19.4,0.6332,0
APL300707,42,Self-Employed,17756.65,0.0,788,87.0,0,0,6,91,29,0.387,0.0,0.482,0
APL300708,28,Salaried,52256.29,12960.11,764,73.4,0,3,5,26,0,0.187,24.8,0.6304,0
APL300709,38,Student/Intern,34911.68,0.0,787,94.9,0,2,6,80,9,0.73,0.0,0.5119,0
APL300710,35,Salaried,34393.0,2572.08,643,83.2,0,6,1,59,33,0.28,7.5,0.65,0
APL300711,30,Self-Employed,17709.88,0.0,599,86.1,0,2,8,61,3,0.162,0.0,0.65,1
APL300712,28,Salaried,52256.29,12960.11,764,73.4,0,3,5,26,0,0.187,24.8,0.6304,0
APL300713,31,Salaried,29673.34,7642.22,682,117.0,0,0,3,47,5,0.034,25.8,0.65,0
APL300714,37,Salaried,20909.27,0.0,719,79.1,0,1,5,97,15,0.283,0.0,0.6101,0
APL300715,21,Salaried,94778.12,18632.13,779,82.9,0,0,5,137,1,0.398,19.7,0.4816,0
APL300716,32,Salaried,67153.04,11931.73,713,65.3,0,1,4,45,12,0.252,17.8,0.6228,1
APL300717,38,Salaried,64387.98,15464.67,779,87.9,0,1,7,45,14,0.726,24.0,0.5453,0
APL300718,36,Salaried,14380.03,4231.27,803,79.9,0,0,4,58,6,0.331,29.4,0.5064,0
APL300719,28,Salaried,23176.3,0.0,737,84.4,0,4,4,49,0,0.284,0.0,0.65,1
APL300720,40,Salaried,17842.82,0.0,566,99.6,0,3,0,61,27,0.0,0.0,0.65,0
APL300721,36,Self-Employed,82142.83,0.0,605,77.8,1,0,5,79,19,0.055,0.0,0.65,1
APL300722,22,Self-Employed,89287.92,0.0,754,91.0,0,1,2,89,0,0.456,0.0,0.5122,0
APL300723,34,Salaried,28465.98,0.0,729,76.6,0,5,7,40,3,0.396,0.0,0.65,1
APL300724,33,Salaried,53665.86,0.0,620,92.4,0,3,6,16,23,0.26,0.0,0.65,1
APL300725,25,Salaried,62316.82,0.0,625,101.1,0,2,2,39,2,0.242,0.0,0.65,0
APL300726,28,Self-Employed,12444.28,0.0,684,89.6,0,3,4,77,7,0.287,0.0,0.65,0
APL300727,41,Self-Employed,48158.89,0.0,725,72.2,0,2,5,114,28,0.348,0.0,0.5443,0
APL300728,25,Self-Employed,23200.14,0.0,601,91.1,0,2,5,33,0,0.11,0.0,0.65,0
APL300729,35,Salaried,12000.0,0.0,708,86.1,0,1,6,135,25,0.338,0.0,0.6264,0
APL300730,31,Salaried,14547.59,3365.19,701,63.1,0,0,5,53,6,0.31,23.1,0.634,0
APL300731,23,Salaried,14617.16,0.0,662,52.1,0,2,3,34,5,0.0,0.0,0.65,0
APL300732,32,Gig/Freelance,19596.14,0.0,627,112.3,0,0,5,30,10,0.0,0.0,0.65,0
APL300733,33,Salaried,15692.48,5372.43,684,66.7,0,1,1,59,17,0.224,34.2,0.65,0
APL300734,44,Salaried,31872.16,9268.93,708,105.1,0,2,5,71,34,0.227,29.1,0.65,1
APL300735,22,Salaried,25423.34,5142.3,483,99.3,0,2,4,29,0,0.0,20.2,0.65,0
APL300736,33,Salaried,33070.73,2771.96,734,78.2,0,1,3,52,0,0.344,8.4,0.6189,1
APL300737,27,Salaried,30217.04,7740.17,820,42.0,0,3,8,103,5,0.695,25.6,0.3804,1
APL300738,24,Student/Intern,25591.64,3310.69,731,71.6,0,7,5,54,10,0.437,12.9,0.65,0
APL300739,36,Self-Employed,34269.22,0.0,744,63.3,0,2,7,112,0,0.125,0.0,0.5449,0
APL300740,40,Salaried,17546.6,0.0,864,63.3,0,0,10,88,8,0.52,0.0,0.3077,0
APL300741,28,Self-Employed,36434.63,0.0,689,77.7,0,0,2,74,0,0.262,0.0,0.65,1
APL300742,39,Self-Employed,59617.99,0.0,564,78.6,0,1,2,61,38,0.076,0.0,0.65,0
APL300743,39,Salaried,33273.43,7327.53,729,80.4,0,1,5,68,23,0.117,22.0,0.6362,0
APL300744,36,Salaried,51885.89,11479.86,808,83.7,0,0,5,50,23,0.522,22.1,0.4684,0
APL300745,40,Salaried,52963.2,2648.9,768,81.9,0,1,7,20,30,0.345,5.0,0.5289,0
APL300746,32,Salaried,16128.19,2702.67,711,89.6,0,1,3,40,16,0.36,16.8,0.65,0
APL300747,39,Gig/Freelance,55321.91,9118.08,776,92.3,0,0,3,79,22,0.204,16.5,0.5497,0
APL300748,30,Salaried,25304.07,7966.1,810,112.6,0,0,4,65,8,0.396,31.5,0.5705,1
APL300749,22,Self-Employed,44171.5,0.0,540,82.8,0,7,3,63,0,0.07,0.0,0.65,1
APL300750,21,Salaried,25485.16,0.0,725,70.6,0,1,2,41,0,0.395,0.0,0.618,1
APL300751,37,Salaried,40737.82,15623.85,653,87.2,0,3,7,57,30,0.286,38.4,0.65,1
APL300752,46,Salaried,17129.93,0.0,638,87.8,0,2,7,93,15,0.035,0.0,0.65,1
APL300753,37,Gig/Freelance,45090.01,14421.05,770,87.0,0,1,3,103,25,0.17,32.0,0.5912,0
APL300754,27,Salaried,19710.59,0.0,750,52.8,0,0,4,89,0,0.292,0.0,0.4955,1
APL300755,36,Self-Employed,34269.22,0.0,744,63.3,0,2,7,112,0,0.125,0.0,0.5449,0
APL300756,31,Self-Employed,28121.69,4576.53,723,85.0,1,1,4,33,26,0.376,16.3,0.65,1
APL300757,28,Student/Intern,51606.07,8888.28,773,44.5,0,2,4,67,0,0.361,17.2,0.4799,1
APL300758,39,Self-Employed,59617.99,0.0,564,78.6,0,1,2,61,38,0.076,0.0,0.65,0
APL300759,29,Gig/Freelance,18201.75,3663.31,668,90.6,0,2,2,78,0,0.086,20.1,0.65,1
APL300760,21,Salaried,12021.49,3875.07,689,78.1,0,1,2,83,6,0.123,32.2,0.65,1
APL300761,32,Salaried,16045.32,489.82,688,96.1,1,1,7,80,23,0.245,3.1,0.65,0
APL300762,32,Gig/Freelance,16161.85,6894.14,803,74.0,0,1,5,61,0,0.443,42.7,0.5098,0
APL300763,22,Salaried,21161.92,0.0,654,51.9,0,0,5,17,0,0.22,0.0,0.65,1
APL300764,29,Salaried,42752.04,7356.68,701,77.6,0,5,7,51,18,0.241,17.2,0.65,1
APL300765,35,Salaried,50298.76,0.0,661,71.1,0,3,0,85,13,0.18,0.0,0.65,1
APL300766,27,Salaried,19313.08,0.0,604,88.1,0,0,2,2,22,0.037,0.0,0.65,1
APL300767,24,Salaried,22251.86,0.0,682,66.8,0,0,2,44,15,0.093,0.0,0.65,1
APL300768,34,Salaried,57250.44,10845.08,612,67.8,0,1,4,57,15,0.195,18.9,0.65,0
APL300769,28,Salaried,28919.31,11250.68,723,64.1,0,3,5,52,17,0.343,38.9,0.65,1
APL300770,40,Salaried,12028.64,9223.62,798,52.0,0,1,6,81,19,0.66,76.7,0.4401,0
APL300771,33,Salaried,51499.82,7847.14,777,58.6,0,2,3,92,12,0.378,15.2,0.4853,1
APL300772,29,Salaried,75809.29,8912.77,650,97.4,0,2,4,29,19,0.238,11.8,0.65,1
APL300773,31,Salaried,20213.68,4880.34,605,72.1,0,2,8,24,10,0.119,24.1,0.65,1
APL300774,30,Salaried,21009.06,11142.09,738,77.8,0,2,5,80,8,0.44,53.0,0.6461,0
APL300775,28,Salaried,22222.65,0.0,787,69.0,0,0,11,98,9,0.539,0.0,0.4337,0
APL300776,41,Self-Employed,20540.91,2576.45,689,89.6,0,0,4,22,19,0.152,12.5,0.65,1
APL300777,30,Salaried,34657.89,8693.17,650,105.3,0,1,6,55,4,0.155,25.1,0.65,1
APL300778,32,Self-Employed,12000.0,7805.14,661,79.7,0,2,8,6,0,0.228,65.0,0.65,0
APL300779,24,Self-Employed,32621.09,10270.91,709,99.1,0,3,3,49,12,0.192,31.5,0.65,0
APL300780,40,Salaried,52087.12,0.0,770,53.9,0,1,3,69,34,0.544,0.0,0.4118,0
APL300781,33,Salaried,31303.93,8361.32,719,56.6,0,1,1,79,0,0.282,26.7,0.6222,0
APL300782,36,Gig/Freelance,51184.29,0.0,652,87.3,0,3,3,96,20,0.204,0.0,0.65,0
APL300783,43,Self-Employed,105699.14,24417.13,711,98.9,0,1,6,76,12,0.274,23.1,0.65,0
